production,percent_production,scenario,kg_id,name,crop
1516072.5748916026,9.142075662731926,future,1,Af,agave
1443146.8657758902,8.70232603495313,future,2,Am,agave
7886471.269774351,47.556243846303744,future,3,Aw,agave
215648.97078844224,1.3003857732069088,future,4,BWh,agave
9937.477026560664,0.059924022357553355,future,5,BWk,agave
2447764.0148686776,14.760272165758225,future,6,BSh,agave
748803.3311387066,4.515362142386369,future,7,BSk,agave
41808.460760874776,0.2521093765221655,future,8,Csa,agave
65333.51718103219,0.39396791899892897,future,9,Csb,agave
53.98395380564034,3.255288687613623e-4,future,10,Csc,agave
223750.75600186666,1.3492403825778516,future,11,Cwa,agave
167839.5515517787,1.0120899915329349,future,12,Cwb,agave
0.696465976536274,4.199762438462643e-6,future,13,Cwc,agave
47316.491511583255,0.2853233761087165,future,14,Cfa,agave
378682.18662483594,2.283493059361321,future,15,Cfb,agave
1079.732049241662,0.006510896808716186,future,16,Cfc,agave
0,0,future,17,Dsa,agave
1.8567198259115685,1.119621409561587e-5,future,18,Dsb,agave
0,0,future,19,Dsc,agave
0,0,future,20,Dsd,agave
77759.21246156032,0.46889615680097557,future,21,Dwa,agave
13673.577594798995,0.08245309823695356,future,22,Dwb,agave
82.47888048729237,4.973562469766086e-4,future,23,Dwc,agave
0,0,future,24,Dwd,agave
1206226.1186545782,7.273669233078804,future,25,Dfa,agave
70779.42082847998,0.4268072856766589,future,26,Dfb,agave
866.5828911534613,0.005225585166673414,future,27,Dfc,agave
0,0,future,28,Dfd,agave
20362.120693516063,0.12278571033917224,future,29,ET,agave
0,0,future,30,EF,agave
1533609.4281200343,9.247824715749397,present,1,Af,agave
1287735.5321508858,7.765179493042068,present,2,Am,agave
6642182.030564499,40.053050028558616,present,3,Aw,agave
538871.2135086859,3.2494495896522695,present,4,BWh,agave
16723.142029473773,0.10084228966610823,present,5,BWk,agave
1653635.857468279,9.971596596332132,present,6,BSh,agave
476803.4134664251,2.875174285420059,present,7,BSk,agave
179274.8399502491,1.0810459725956825,present,8,Csa,agave
289541.0142951448,1.7459624980945374,present,9,Csb,agave
1173.5843740401324,0.007076836110462514,present,10,Csc,agave
498200.37711994536,3.0042002066805855,present,11,Cwa,agave
857314.5351718995,5.169696013966704,present,12,Cwb,agave
516.5476839860785,0.0031148363796154746,present,13,Cwc,agave
116878.32664958412,0.7047884931500674,present,14,Cfa,agave
496987.02480226255,2.9968835657245276,present,15,Cfb,agave
2045.9804585387465,0.012337475438977272,present,16,Cfc,agave
0,0,present,17,Dsa,agave
171.99477225993178,0.001037146405545306,present,18,Dsb,agave
1.3591586433176417,8.195868298557121e-6,present,19,Dsc,agave
0,0,present,20,Dsd,agave
5745.007928365547,0.03464299667043831,present,21,Dwa,agave
33173.3796105217,0.20003893706051745,present,22,Dwb,agave
92096.0769398978,0.5553489440870105,present,23,Dwc,agave
0,0,present,24,Dwd,agave
249283.84257780915,1.50320755621203,present,25,Dfa,agave
1341106.0390237093,8.087009212852541,present,26,Dfb,agave
144122.63149155458,0.8690744913066107,present,27,Dfc,agave
3.634912875306327,2.191890354316636e-5,present,28,Dfd,agave
126075.92363248278,0.7602509617188866,present,29,ET,agave
188.5112275738502,0.0011367423527714926,present,30,EF,agave
