production,percent_production,scenario,kg_id,name,crop
174.22575164496237,1.1542690921084012e-4,future,1,Af,almond
6825.6697960948795,0.004522098257108009,future,2,Am,almond
71500.90387934542,0.047370312727319744,future,3,Aw,almond
26687634.275438093,17.68091748480723,future,4,BWh,almond
1161422.7178879387,0.7694582077983793,future,5,BWk,almond
58289304.858895384,38.617450270045886,future,6,BSh,almond
15511302.639272941,10.276447107163285,future,7,BSk,almond
40974508.36960203,27.146164174253485,future,8,Csa,almond
668710.3753823003,0.4430296386087161,future,9,Csb,almond
238.933445940263,1.5829662900913277e-4,future,10,Csc,almond
1165573.3317676305,0.7722080454483079,future,11,Cwa,almond
18746.363241971343,0.012419718368464405,future,12,Cwb,almond
0.23520075656660167,1.558236719785104e-7,future,13,Cwc,almond
4640722.995184553,3.0745415461280565,future,14,Cfa,almond
228226.47131036155,0.15120311397556374,future,15,Cfb,almond
1925.087145415177,0.0012753961860334322,future,16,Cfc,almond
259251.67177669963,0.1717577275367885,future,17,Dsa,almond
300630.7532214411,0.19917192682739168,future,18,Dsb,almond
24997.844274891602,0.016561408829301856,future,19,Dsc,almond
0,0,future,20,Dsd,almond
520212.77999800624,0.34464797976312717,future,21,Dwa,almond
30495.151156832606,0.020203448748056185,future,22,Dwb,almond
7267.488199920822,0.004814808905818646,future,23,Dwc,almond
0,0,future,24,Dwd,almond
15977.665273632765,0.010585418639484616,future,25,Dfa,almond
309841.6283467922,0.205274255770204,future,26,Dfb,almond
35534.53398340749,0.02354210780683342,future,27,Dfc,almond
0,0,future,28,Dfd,almond
9226.818956331826,0.006112891945776643,future,29,ET,almond
70.99040070022818,4.703209748903573e-5,future,30,EF,almond
0,0,present,1,Af,almond
1162.747703797293,7.703360288255277e-4,present,2,Am,almond
36165.68266668709,0.02396025231805305,present,3,Aw,almond
7387918.838793564,4.894595827603291,present,4,BWh,almond
3695789.3170627085,2.4485102456742633,present,5,BWk,almond
8676422.317394068,5.748246752555822,present,6,BSh,almond
60379048.11123988,40.00193334665718,present,7,BSk,almond
51688599.22669036,34.24439380426802,present,8,Csa,almond
3500777.6304703862,2.319312374344571,present,9,Csb,almond
1974.7238166001332,0.001308281149847907,present,10,Csc,almond
613475.4749111282,0.40643577242211476,present,11,Cwa,almond
97392.5211544369,0.06452385821825243,present,12,Cwb,almond
0.03617942941218644,2.3969359722266933e-8,present,13,Cwc,almond
6235012.890560748,4.130780094516427,present,14,Cfa,almond
3538995.6455830326,2.3446323245756684,present,15,Cfb,almond
6617.4898041328115,0.0043841762059482784,present,16,Cfc,almond
1225851.088349882,0.8121428717914941,present,17,Dsa,almond
1294872.4341940929,0.8578704438934915,present,18,Dsb,almond
182078.68607195318,0.12062958413452245,present,19,Dsc,almond
0,0,present,20,Dsd,almond
643951.769076546,0.4266267281591466,present,21,Dwa,almond
197645.44933856188,0.13094277465496315,present,22,Dwb,almond
37986.635915631625,0.025166658393840424,present,23,Dwc,almond
0,0,present,24,Dwd,almond
65700.11895849582,0.04352721451658588,present,25,Dfa,almond
1021952.4574000054,0.6770572800195817,present,26,Dfb,almond
240673.51913225357,0.15944945095684007,present,27,Dfc,almond
0,0,present,28,Dfd,almond
169593.88146235904,0.11235823277239232,present,29,ET,almond
666.0848603170999,4.412901994833211e-4,present,30,EF,almond
