production,percent_production,scenario,kg_id,name,crop
71620086.86446014,0.1504428006804036,future,1,Af,alfalfa
37165979.09445441,0.07806963422957863,future,2,Am,alfalfa
264144364.67032284,0.554852971348023,future,3,Aw,alfalfa
2680491086.325367,5.630551481860248,future,4,BWh,alfalfa
1695631162.4113903,3.56178709301068,future,5,BWk,alfalfa
3839408387.00585,8.064935075967043,future,6,BSh,alfalfa
11242225526.44478,23.6150494662183,future,7,BSk,alfalfa
3387945933.974968,7.116607884399303,future,8,Csa,alfalfa
240865906.28573927,0.5059550067096026,future,9,Csb,alfalfa
141269.0506943214,2.967451250950927e-4,future,10,Csc,alfalfa
316570980.53871965,0.6649785976456247,future,11,Cwa,alfalfa
225298855.17976803,0.4732553707659965,future,12,Cwb,alfalfa
777935.3094784876,0.0016341053443233967,future,13,Cwc,alfalfa
10684731365.580515,22.443995553897363,future,14,Cfa,alfalfa
456550162.2844917,0.9590142664188104,future,15,Cfb,alfalfa
1064533.6122845158,0.002236124320172823,future,16,Cfc,alfalfa
118736642.2264307,0.2494142883928204,future,17,Dsa,alfalfa
90209219.50237836,0.18949052176960643,future,18,Dsb,alfalfa
3147943.880918777,0.006612467459393238,future,19,Dsc,alfalfa
0,0,future,20,Dsd,alfalfa
4430001.3779296875,0.00930551530292134,future,21,Dwa,alfalfa
0,0,future,22,Dwb,alfalfa
1419.6255660578609,2.982018808207121e-6,future,23,Dwc,alfalfa
0,0,future,24,Dwd,alfalfa
10314602594.887342,21.666515222424778,future,25,Dfa,alfalfa
1859816027.8811333,3.906668425497034,future,26,Dfb,alfalfa
8551134.842558185,0.017962232818075664,future,27,Dfc,alfalfa
0,0,future,28,Dfd,alfalfa
62030026.96871891,0.1302982360397809,future,29,ET,alfalfa
32339.04552796483,6.793033621650556e-5,future,30,EF,alfalfa
72608787.82659167,0.15251963342789765,present,1,Af,alfalfa
30774698.35450835,0.06464431995605824,present,2,Am,alfalfa
161601189.23731315,0.339454147104776,present,3,Aw,alfalfa
1580480330.723951,3.3199050403887562,present,4,BWh,alfalfa
1663001001.8052578,3.493245250028444,present,5,BWk,alfalfa
691203396.7641639,1.4519191389114334,present,6,BSh,alfalfa
10447292109.956694,21.94523845695165,present,7,BSk,alfalfa
2256573375.92855,4.740083871414378,present,8,Csa,alfalfa
427612097.4643919,0.8982279185043509,present,9,Csb,alfalfa
1056966.0306835496,0.0022202281069696557,present,10,Csc,alfalfa
281414302.99009526,0.5911296362077199,present,11,Cwa,alfalfa
448183559.45697147,0.9414396554868969,present,12,Cwb,alfalfa
1834093.3806913677,0.003852636278182472,present,13,Cwc,alfalfa
5661866649.799651,11.893131007880887,present,14,Cfa,alfalfa
1946959023.0769386,4.089718137259412,present,15,Cfb,alfalfa
2723445.8136029285,0.0057207807702766246,present,16,Cfc,alfalfa
205499821.86684024,0.4316661720821348,present,17,Dsa,alfalfa
476714814.94814014,1.001371473094752,present,18,Dsb,alfalfa
29362393.89259451,0.06167767961860868,present,19,Dsc,alfalfa
0,0,present,20,Dsd,alfalfa
315365515.07507324,0.6624464365101925,present,21,Dwa,alfalfa
494216761.7261784,1.0381354872969468,present,22,Dwb,alfalfa
2797.3419190980494,5.8760045008914666e-6,present,23,Dwc,alfalfa
0,0,present,24,Dwd,alfalfa
8616253553.74038,18.099019042664967,present,25,Dfa,alfalfa
10016107332.961689,21.039505885241052,present,26,Dfb,alfalfa
1549788163.6851335,3.2554340830020547,present,27,Dfc,alfalfa
0,0,present,28,Dfd,alfalfa
227388201.69500032,0.47764418338972664,present,29,ET,alfalfa
306499.32878496294,6.438224169755236e-4,present,30,EF,alfalfa
