production,percent_production,scenario,kg_id,name,crop
4591213.544593784,0.6107670653505024,future,1,Af,greenpea
32182967.6979771,4.2812856653790465,future,2,Am,greenpea
191339819.77806854,25.453849853739424,future,3,Aw,greenpea
32909672.24239747,4.377958842886796,future,4,BWh,greenpea
9666179.268325357,1.2858874647246,future,5,BWk,greenpea
57938779.40854425,7.707569670989378,future,6,BSh,greenpea
41708591.99112284,5.548475165202416,future,7,BSk,greenpea
37304986.530917645,4.962665518631306,future,8,Csa,greenpea
8092965.595097155,1.076603559928164,future,9,Csb,greenpea
1025.8115065787458,1.3646324166594864e-4,future,10,Csc,greenpea
82676712.07167353,10.998445686392538,future,11,Cwa,greenpea
3532171.7201518593,0.4698832094994748,future,12,Cwb,greenpea
11294.054193374739,0.0015024429311765635,future,13,Cwc,greenpea
110294795.35764614,14.67246683904439,future,14,Cfa,greenpea
66448127.12122352,8.839564356063423,future,15,Cfb,greenpea
12482.095447814381,0.0016604875229694791,future,16,Cfc,greenpea
164624.7505014346,0.02189995624712681,future,17,Dsa,greenpea
388139.75857439294,0.05163405687576422,future,18,Dsb,greenpea
29427.230197566034,0.003914691149647081,future,19,Dsc,greenpea
0,0,future,20,Dsd,greenpea
14197868.269623648,1.8887360069500505,future,21,Dwa,greenpea
523795.91994548024,0.06968033478738418,future,22,Dwb,greenpea
120284.56035949031,0.01600140076783148,future,23,Dwc,greenpea
0,0,future,24,Dwd,greenpea
54394539.51224852,7.236081037465094,future,25,Dfa,greenpea
2154236.567293986,0.2865771181186259,future,26,Dfb,greenpea
64890.55096181926,0.008632360702672167,future,27,Dfc,greenpea
0,0,future,28,Dfd,greenpea
962789.4417677893,0.1280794448324858,future,29,ET,greenpea
310.46167170129957,4.130057604314522e-5,future,30,EF,greenpea
4511516.866225234,0.6001650522024408,present,1,Af,greenpea
16569427.478126967,2.204223457928698,present,2,Am,greenpea
122386558.85734789,16.281028679153394,present,3,Aw,greenpea
30870802.015119687,4.106728856903833,present,4,BWh,greenpea
9724523.077786947,1.2936489153607142,present,5,BWk,greenpea
52462300.80870012,6.979036194950078,present,6,BSh,greenpea
35658149.373786576,4.743587515005121,present,7,BSk,greenpea
20654202.89769072,2.7476192881140604,present,8,Csa,greenpea
10083507.075506127,1.3414043945309027,present,9,Csb,greenpea
12757.405101217684,0.0016971118418861628,present,10,Csc,greenpea
112849750.5678355,15.012351377341856,present,11,Cwa,greenpea
6201576.463486411,0.8249929175284021,present,12,Cwb,greenpea
36144.82531331783,0.004808329795554065,present,13,Cwc,greenpea
72216002.50238504,9.606862214384043,present,14,Cfa,greenpea
111680885.77746025,14.856857821907116,present,15,Cfb,greenpea
506279.1436672526,0.06735008594621401,present,16,Cfc,greenpea
448281.1244208912,0.05963463562634086,present,17,Dsa,greenpea
3415069.655130325,0.4543051746498642,present,18,Dsb,greenpea
214401.60578170975,0.028521748835648238,present,19,Dsc,greenpea
0,0,present,20,Dsd,greenpea
33895291.223632745,4.5090752910493235,present,21,Dwa,greenpea
3465928.0456171557,0.46107084337870563,present,22,Dwb,greenpea
473353.8583984734,0.06297005010947543,present,23,Dwc,greenpea
0,0,present,24,Dwd,greenpea
45585488.06078539,6.064216899307749,present,25,Dfa,greenpea
52345413.489497356,6.963486727639802,present,26,Dfb,greenpea
1780010.4013309684,0.2367939801873178,present,27,Dfc,greenpea
328.4244053661823,4.3690150394155676e-5,present,28,Dfd,greenpea
3659969.583463404,0.48688410156749173,present,29,ET,greenpea
4770.70402974464,6.346446035676071e-4,present,30,EF,greenpea
