production,percent_production,scenario,kg_id,name,crop
59434066.999254726,3.634038632865424,future,1,Af,bean
96391355.34773102,5.893756340320883,future,2,Am,bean
642899319.0370167,39.30945803275904,future,3,Aw,bean
57367378.61219255,3.507672967181256,future,4,BWh,bean
10457218.977867126,0.6393965561599402,future,5,BWk,bean
217370368.4999583,13.29090127348928,future,6,BSh,bean
121281145.85414608,7.4156185454661845,future,7,BSk,bean
29969523.786120657,1.8324575911775882,future,8,Csa,bean
3812300.011233497,0.23309940275615904,future,9,Csb,bean
398.78514088410884,2.4383332343783655e-5,future,10,Csc,bean
73497817.2048081,4.493953058216643,future,11,Cwa,bean
11975302.62133764,0.7322183145693406,future,12,Cwb,bean
5220.419606064748,3.191975156006955e-4,future,13,Cwc,bean
128807963.78564371,7.875838559451591,future,14,Cfa,bean
8922180.083697967,0.5455380853197788,future,15,Cfb,bean
9147.997139611747,5.593454511384581e-4,future,16,Cfc,bean
1012626.9267201214,0.061916095569008435,future,17,Dsa,bean
840550.6674044746,0.05139465886234876,future,18,Dsb,bean
29010.148787269998,0.0017737975333142718,future,19,Dsc,bean
0,0,future,20,Dsd,bean
69958233.64581525,4.2775286395781444,future,21,Dwa,bean
6847868.707177317,0.41870631930647834,future,22,Dwb,bean
1769168.8024747244,0.10817411799084903,future,23,Dwc,bean
0,0,future,24,Dwd,bean
81237269.77962843,4.967174412132732,future,25,Dfa,bean
10483123.98673542,0.6409804929114548,future,26,Dfb,bean
55419.21284478446,0.003388554252621882,future,27,Dfc,bean
0,0,future,28,Dfd,bean
1047902.6821496189,0.06407299756994189,future,29,ET,bean
648.1132844603367,3.962826091358842e-5,future,30,EF,bean
43070948.74523105,2.6335315686254295,present,1,Af,bean
75761783.85326186,4.632381112687542,present,2,Am,bean
457682045.9432042,27.98452672854018,present,3,Aw,bean
49825720.59559309,3.0465455705229494,present,4,BWh,bean
9872386.35383716,0.6036375301200158,present,5,BWk,bean
138121384.9640352,8.445298703695904,present,6,BSh,bean
157168582.27853513,9.60992119014919,present,7,BSk,bean
21452378.208608616,1.3116849496081369,present,8,Csa,bean
14967325.879546188,0.915162687379939,present,9,Csb,bean
30371.05231605743,0.0018570086653957837,present,10,Csc,bean
180222275.16995612,11.019516979693416,present,11,Cwa,bean
50805288.13660037,3.1064402818770636,present,12,Cwb,bean
74069.52226249367,0.0045289094118893605,present,13,Cwc,bean
103071704.21816956,6.302219820979155,present,14,Cfa,bean
51188087.247866474,3.1298461638771133,present,15,Cfb,bean
45923.541008413034,0.0028079505678897127,present,16,Cfc,bean
3987055.4506806633,0.2437846553447517,present,17,Dsa,bean
5247994.165775025,0.32088353542620496,present,18,Dsb,bean
229544.73576984406,0.014035291203762975,present,19,Dsc,bean
0,0,present,20,Dsd,bean
79547143.16805848,4.863833252575939,present,21,Dwa,bean
31373192.94783704,1.9182835865869743,present,22,Dwb,bean
5653982.143001482,0.34570727824256536,present,23,Dwc,bean
0,0,present,24,Dwd,bean
24111703.825641945,1.4742868464258152,present,25,Dfa,bean
120869414.65477285,7.390443638877728,present,26,Dfb,bean
3440743.204275084,0.21038092059662714,present,27,Dfc,bean
10.412080596783198,6.366366134374261e-7,present,28,Dfd,bean
7651932.11937617,0.4678700001839937,present,29,ET,bean
9538.158615393113,5.832014978071649e-4,present,30,EF,bean
