production,percent_production,scenario,kg_id,name,crop
392.73460687588295,0.009065436245698959,future,1,Af,carrotfor
1528.8021279882444,0.03528911886277012,future,2,Am,carrotfor
14087.941801372825,0.3251899272371082,future,3,Aw,carrotfor
117539.78473505404,2.713153886093773,future,4,BWh,carrotfor
16198.687606283333,0.3739119680002233,future,5,BWk,carrotfor
249461.91343560469,5.758293342086986,future,6,BSh,carrotfor
392660.63739603705,9.06372881887196,future,7,BSk,carrotfor
253794.1093147107,5.858292794282772,future,8,Csa,carrotfor
5698.104893374245,0.1315285328255129,future,9,Csb,carrotfor
0,0,future,10,Csc,carrotfor
1967.1653410063816,0.04540779363830773,future,11,Cwa,carrotfor
489.8839421552248,0.011307920330034405,future,12,Cwb,carrotfor
0.005916444060858339,1.3656842431486053e-7,future,13,Cwc,carrotfor
803847.6914884886,18.55510024036202,future,14,Cfa,carrotfor
2361763.7293416033,54.51625128242623,future,15,Cfb,carrotfor
46.964054346084595,0.0010840644879775564,future,16,Cfc,carrotfor
7443.10778719418,0.17180818276093152,future,17,Dsa,carrotfor
7484.861868550226,0.1727719861943544,future,18,Dsb,carrotfor
37.0317853204906,8.547993556203547e-4,future,19,Dsc,carrotfor
0,0,future,20,Dsd,carrotfor
29.92982081056107,6.908657338900707e-4,future,21,Dwa,carrotfor
57.67246737750247,0.001331245240397498,future,22,Dwb,carrotfor
0,0,future,23,Dwc,carrotfor
0,0,future,24,Dwd,carrotfor
17491.641953137405,0.4037570465718431,future,25,Dfa,carrotfor
79511.90080779816,1.835361730103997,future,26,Dfb,carrotfor
684.5492428782745,0.015801351369872294,future,27,Dfc,carrotfor
0,0,future,28,Dfd,carrotfor
0.7594532300718129,1.7530349295095296e-5,future,29,ET,carrotfor
0,0,future,30,EF,carrotfor
928.5255144126652,0.021433020431716243,present,1,Af,carrotfor
2229.710140965729,0.05146807736172158,present,2,Am,carrotfor
11983.032062289196,0.27660259953913435,present,3,Aw,carrotfor
3951.7218134400664,0.09121702425322652,present,4,BWh,carrotfor
7289.606053313109,0.1682649243932194,present,5,BWk,carrotfor
3226.51011366726,0.07447706725981834,present,6,BSh,carrotfor
579775.7241518989,13.382879359455146,present,7,BSk,carrotfor
289772.012342846,6.6887655370593615,present,8,Csa,carrotfor
32506.096926569993,0.7503335436325842,present,9,Csb,carrotfor
1.3486200347542763,3.1130001610988586e-5,present,10,Csc,carrotfor
739.9017230164603,0.017079044679676858,present,11,Cwa,carrotfor
2039.1323311799724,0.04706899728522677,present,12,Cwb,carrotfor
1.5000341647537425,3.4625072119613085e-5,present,13,Cwc,carrotfor
81364.37048204549,1.8781220202209494,present,14,Cfa,carrotfor
2617084.184339826,60.40977649381848,present,15,Cfb,carrotfor
4578.805074434029,0.10569189665753781,present,16,Cfc,carrotfor
12300.984548414828,0.2839418508851313,present,17,Dsa,carrotfor
44991.91591884008,1.0385419013073975,present,18,Dsb,carrotfor
1813.1202421352646,0.041851992854956235,present,19,Dsc,carrotfor
0,0,present,20,Dsd,carrotfor
25.818613176976214,5.959673214696118e-4,present,21,Dwa,carrotfor
158.70740954249777,0.003663420227650682,present,22,Dwb,carrotfor
17.089294150471687,3.9446971031523496e-4,present,23,Dwc,carrotfor
0,0,present,24,Dwd,carrotfor
17268.007935013422,0.39859493480939995,present,25,Dfa,carrotfor
562164.190967146,12.97635488088826,present,26,Dfb,carrotfor
48694.794369966265,1.124014910144802,present,27,Dfc,carrotfor
0,0,present,28,Dfd,carrotfor
7312.7522383504875,0.16879920444166396,present,29,ET,carrotfor
0.04792680079117417,1.1062874252128563e-6,present,30,EF,carrotfor
