production,percent_production,scenario,kg_id,name,crop
4378.9315922190435,0.019590091208201578,future,1,Af,blueberry
27501.086246058378,0.12303201740858623,future,2,Am,blueberry
87701.15558281992,0.39234996042984027,future,3,Aw,blueberry
189335.0027121212,0.8470308096674215,future,4,BWh,blueberry
187071.87991538065,0.8369062436471879,future,5,BWk,blueberry
954730.5972931433,4.27119243275401,future,6,BSh,blueberry
3334876.7542402674,14.919287595121238,future,7,BSk,blueberry
1275175.5224191442,5.704771646820359,future,8,Csa,blueberry
31735.247232909143,0.1419744462124537,future,9,Csb,blueberry
0.22325029037892818,9.987581351012617e-7,future,10,Csc,blueberry
553290.203551001,2.4752625894929343,future,11,Cwa,blueberry
4510.781742603236,0.02017995118144964,future,12,Cwb,blueberry
0.05476478673517704,2.450020386356746e-7,future,13,Cwc,blueberry
7658757.367537387,34.26309642245677,future,14,Cfa,blueberry
618062.3554735889,2.76503472618712,future,15,Cfb,blueberry
2.7035136691119988,1.2094749197414381e-5,future,16,Cfc,blueberry
35594.133527077196,0.15923800305795413,future,17,Dsa,blueberry
55517.40427283562,0.24836903487599543,future,18,Dsb,blueberry
260.607551120623,0.0011658838665282534,future,19,Dsc,blueberry
0,0,future,20,Dsd,blueberry
42541.56352931514,0.19031882369654915,future,21,Dwa,blueberry
530.9283980032643,0.0023752222483652856,future,22,Dwb,blueberry
2.3781710163402083,1.0639258946540689e-5,future,23,Dwc,blueberry
0,0,future,24,Dwd,blueberry
6504161.513446476,29.097763826157802,future,25,Dfa,blueberry
785152.708921941,3.5125493185320282,future,26,Dfb,blueberry
1881.2321815725497,0.008416096311322962,future,27,Dfc,blueberry
0,0,future,28,Dfd,blueberry
15.843757063199806,7.08804509529653e-5,future,29,ET,blueberry
9.982910762241625e-5,4.4660695933947335e-10,future,30,EF,blueberry
5329.676115632159,0.023843451083120904,present,1,Af,blueberry
16075.600642053165,0.071917653010162,present,2,Am,blueberry
41434.09635025133,0.185364331352686,present,3,Aw,blueberry
82915.55693102449,0.37094055676591814,present,4,BWh,blueberry
173567.0444928105,0.7764894611265382,present,5,BWk,blueberry
170934.96467349702,0.7647142866024055,present,6,BSh,blueberry
2566541.6233375696,11.481975324796002,present,7,BSk,blueberry
557781.747142314,2.4953564746716346,present,8,Csa,blueberry
196926.30903180083,0.880992149336708,present,9,Csb,blueberry
64.11357035379478,2.8682583056242937e-4,present,10,Csc,blueberry
91877.1946503627,0.41103236834129137,present,11,Cwa,blueberry
10086.860990463354,0.045125739611632444,present,12,Cwb,blueberry
16.245953092933632,7.267976129616924e-5,present,13,Cwc,blueberry
3004145.6092305593,13.439690766605855,present,14,Cfa,blueberry
953766.8381374683,4.26688084912572,present,15,Cfb,blueberry
514.2810854824183,0.002300746919443889,present,16,Cfc,blueberry
73960.0428143852,0.33087614044275837,present,17,Dsa,blueberry
225113.4807020722,1.0070935172829536,present,18,Dsb,blueberry
22718.331286712015,0.10163533561374835,present,19,Dsc,blueberry
0,0,present,20,Dsd,blueberry
485989.14932467457,2.1741768650562725,present,21,Dwa,blueberry
145002.3926844624,0.6486993546881574,present,22,Dwb,blueberry
177.62925817305714,7.946626467146942e-4,present,23,Dwc,blueberry
0,0,present,24,Dwd,blueberry
4887870.156217272,21.866937210046522,present,25,Dfa,blueberry
7867312.649584345,35.1961132808411,present,26,Dfb,blueberry
768921.5750979398,3.439935854419067,present,27,Dfc,blueberry
0,0,present,28,Dfd,blueberry
3741.661752080053,0.016739127672999957,present,29,ET,blueberry
3.349866786904009,1.4986348726566733e-5,present,30,EF,blueberry
